37.7749, -122.4194
34.0522, -118.2437
40.7128, -74.0060
51.5074, -0.1278
48.8566, 2.3522
35.682839, 139.759455
52.5200, 13.4050
55.7558, 37.6176
19.4326, -99.1332
-33.8651, 151.2099
41.8919, 12.5113
45.5017, -73.5673
53.349805, -6.26031
-22.9083, -43.1964
59.3293, 18.0686
22.5726, 88.3639
-37.8136, 144.9631
38.8951, -77.0364
42.3601, -71.0589
-1.2864, 36.8172
55.6761, 12.5683
-6.2088, 106.8456
53.5511, 9.9937
-34.6118, -58.4173
41.8916, 12.4829
40.4381, -3.8196
28.6139, 77.2090
48.2082, 16.3738
45.5089, -73.5617
59.9139, 10.7522
-33.4489, -70.6693
50.8503, 4.3517
37.5665, 126.9780
35.6828, 139.7595
52.3792, 4.8994
41.8955, 12.4964
-33.8569, 151.2152
38.8951, -77.0364
52.3792, 4.8994
41.8955, 12.4964
37.7749, -122.4194
40.7128, -74.0060
51.5074, -0.1278
48.8566, 2.3522
35.682839, 139.759455
52.5200, 13.4050
55.7558, 37.6176
19.4326, -99.1332
-33.8651, 151.2099
41.8919, 12.5113
